acceptance_rate,account_age_months,activity_trend_ratio,activity_trend_ratio_1to5,avg_struggle_minutes,avg_struggle_minutes_1to5,burnout_flag,contests_per_month,current_rating,ds_solve_rate,ds_solve_rate_1to5,handle,math_solve_rate,math_solve_rate_1to5,max_rating,months_since_last_submission,post_drop_recovery,problems_solved_per_month,rating_volatility,rating_volatility_1to5,status_proxy,total_contests,total_problems_solved,total_submissions,upsolves_per_contest,upsolves_per_contest_1to5
0.263,54.5,0.36,2,2.7,5,1,16.0,1932,0.263,1,ca503870d8318450,0.357,1,1954,0.2,13.0,5.0,162.7,1,Active,16,5,19,0.0,1
0.5,41.9,0.2,1,132.6,3,1,23.0,1228,0.5,3,a98b5c24edf58b44,1.0,5,1250,0.3,-13.7,3.0,108.7,4,Active,23,3,6,0.0,1
0.5,7.8,0.5,2,1.3,5,0,16.0,1451,0.5,3,88e2fc0f4de336d8,0.5,3,1451,0.3,-8.0,3.0,122.7,3,Active,16,3,6,0.0,1
0.538,106.0,3.33,5,0.0,5,0,92.0,1551,0.538,4,1d0f5b196fb9a837,1.0,5,1955,0.0,-5.0,7.0,159.1,1,Active,92,7,13,0.0,1
0.548,21.4,0.68,3,31.4,4,0,21.0,1348,0.625,5,21b103b4ef191370,0.522,3,1373,0.0,9.6,38.0,133.3,2,Active,21,38,84,0.286,3
0.8,7.5,1.78,4,96.5,4,0,8.0,1045,1.0,5,543e55efeb9cdf67,0.889,5,1119,0.0,0.0,17.0,143.7,1,Active,8,17,25,0.0,1
0.5,28.0,1.0,3,5.3,5,0,9.0,844,0.5,3,7165c76fa02ffd27,0.5,3,864,0.3,2.0,1.0,126.5,3,Active,9,1,2,0.0,1
1.0,41.6,1.0,3,0.0,5,0,40.0,1186,1.0,5,57c9abcb15c744e7,1.0,5,1230,0.5,9.9,1.0,94.3,5,Active,40,1,1,0.0,1
0.97,9.8,1.54,4,0.0,5,0,12.0,1162,0.97,5,c598a649678a3bc2,1.0,5,1162,0.0,49.2,32.0,135.0,2,Active,12,32,33,0.25,3
0.476,8.7,0.24,1,2.0,5,1,5.0,980,0.476,3,44b321b229d5f3fd,0.538,3,980,0.2,0.0,10.0,104.9,4,Active,5,10,21,0.0,1
0.476,61.3,1.1,4,536.2,3,0,10.0,1012,0.2,1,e61a7daa73b218af,0.714,5,1012,0.2,20.0,10.0,119.6,3,Active,10,10,21,0.1,2
1.0,24.8,1.0,3,0.0,5,0,29.0,1096,1.0,5,d7ef6df10d239a5b,1.0,5,1096,0.3,2.0,1.0,99.6,4,Active,29,1,1,0.0,1
1.0,22.4,1.0,3,0.0,5,0,9.0,1204,1.0,5,5fc526fb9ee55a87,1.0,5,1204,0.4,0.0,1.0,123.5,3,Active,9,1,1,0.0,1
0.778,48.2,0.12,1,5.7,5,1,98.0,991,1.0,5,7efa163e363e645a,0.667,5,1488,0.2,0.1,7.0,77.6,5,Active,98,7,9,0.0,1
0.667,1.4,1.25,4,2.0,5,0,7.0,1210,0.667,5,b45cbd4a35de673d,0.647,5,1210,0.0,0.0,12.0,136.1,2,Active,7,12,18,0.0,1
0.4,23.7,1.5,4,0.5,5,0,5.0,833,0.4,3,149ff2bd5cb7f6c6,0.5,3,833,0.2,0.0,2.0,119.6,3,Active,5,2,5,0.0,1
0.556,22.7,0.2,1,4.2,5,1,48.0,1441,0.556,4,e4861525b38e185a,1.0,5,1627,0.2,27.4,10.0,106.7,4,Active,48,10,18,0.0,1
0.429,22.1,1.33,4,0.0,5,0,13.0,1102,0.429,3,87c9a97bb74f6d0d,1.0,5,1133,0.4,16.0,3.0,126.7,3,Active,13,3,7,0.0,1
1.0,30.4,1.0,3,0.0,5,0,119.0,1938,1.0,5,c423b21ad48d8850,1.0,5,1938,0.4,16.9,1.0,74.6,5,Active,119,1,1,0.0,1
0.591,28.9,3.4,5,2.4,5,0,37.0,1778,0.5,3,8aee332130c007b6,0.625,4,1929,0.0,21.9,13.0,122.0,3,Active,37,13,22,0.027,2
0.429,14.8,0.56,2,8.7,4,0,6.0,994,0.429,3,a6350e892726994b,0.4,1,994,0.1,0.0,5.0,119.7,3,Active,6,5,14,0.0,1
0.623,14.6,0.4,2,19.1,4,1,20.0,1020,0.458,3,b79963b170ae5d09,0.609,4,1020,0.2,14.7,76.0,99.6,4,Active,20,76,122,0.0,1
1.0,68.5,0.67,3,0.0,5,0,12.0,820,1.0,5,a8d14fdcd8a048ae,1.0,5,820,0.0,-1.2,5.0,117.5,3,Active,12,5,5,0.0,1
0.7,27.3,0.67,3,7.0,5,0,122.0,1306,0.7,5,a3e7ea543c6a8fa3,0.6,4,1670,0.2,6.3,7.0,68.7,5,Active,122,7,10,0.0,1
0.421,13.2,2.8,5,183.3,3,0,5.0,1117,1.0,5,e4d355fd3d1fd6ff,0.571,4,1117,0.2,0.0,8.0,101.8,4,Active,5,8,19,0.0,1
1.0,9.1,1.0,3,0.0,5,0,13.0,855,1.0,5,e33271c2cae1174b,1.0,5,1136,0.4,-15.5,1.0,142.0,2,Active,13,1,1,0.0,1
1.0,51.9,1.0,3,0.0,5,0,35.0,1603,1.0,5,6c0306ced03f5def,1.0,5,1818,0.5,6.1,1.0,106.4,4,Active,35,1,1,0.0,1
0.556,10.8,1.4,4,3.1,5,0,6.0,1522,0.0,1,874c1f873aa8add5,0.6,4,1522,0.1,0.0,20.0,106.3,4,Active,6,20,36,0.0,1
0.429,35.3,1.33,4,0.0,5,0,44.0,1264,1.0,5,f448b7baf0582989,0.333,1,1264,0.4,21.3,3.0,91.0,5,Active,44,3,7,0.0,1
0.444,21.4,8.0,5,17.9,4,0,10.0,1221,0.444,3,e20306913cab32f7,0.0,1,1221,0.2,7.5,4.0,141.7,2,Active,10,4,9,0.0,1
1.0,34.3,1.0,3,0.0,5,0,56.0,1625,1.0,5,b1b6e6d893382ccb,1.0,5,1625,0.1,6.4,1.0,82.4,5,Active,56,1,1,0.0,1
0.346,7.6,0.62,2,1016.2,2,0,25.0,1747,0.0,1,4796ffb2d44108da,0.333,1,1785,0.2,41.5,9.0,129.6,2,Active,25,9,26,0.08,2
0.833,14.2,1.0,3,2.4,5,0,13.0,1259,0.833,5,3766228737b89eb6,0.8,5,1259,0.4,62.7,5.0,128.3,2,Active,13,5,6,0.0,1
0.667,8.7,2.0,4,0.0,5,0,27.0,600,0.667,5,2a762d903ff3f18c,0.667,5,981,0.4,-11.8,2.0,103.1,4,Active,27,2,3,0.0,1
1.0,22.3,1.0,3,0.0,5,0,8.0,971,1.0,5,f8dab913faf869cd,1.0,5,1060,0.2,30.0,1.0,138.2,2,Active,8,1,1,0.0,1
0.529,17.9,0.62,2,27.6,4,0,46.0,1211,0.0,1,4abd27458bf50df0,0.556,4,1211,0.2,1.8,18.0,81.6,5,Active,46,18,34,0.022,2
1.0,8.6,1.0,3,0.0,5,0,6.0,821,1.0,5,beca2932e267f35e,1.0,5,855,0.4,0.0,1.0,136.1,2,Active,6,1,2,0.0,1
1.0,35.7,1.0,3,0.0,5,0,46.0,1154,1.0,5,10de8ef6003ff0f1,1.0,5,1254,0.2,8.3,1.0,96.9,4,Active,46,1,1,0.0,1
0.75,28.5,3.0,5,0.4,5,0,13.0,1192,0.75,5,ea3afced12760a1c,0.667,5,1208,0.0,-7.0,3.0,104.4,4,Active,13,3,4,0.0,1
0.6,69.2,0.25,1,2.0,5,1,15.0,1081,1.0,5,47694b4c29837dd5,0.5,3,1081,0.5,21.2,3.0,123.0,3,Active,15,3,5,0.0,1
1.0,22.6,1.0,3,0.0,5,0,39.0,1412,1.0,5,2ec831d463664e4c,1.0,5,1527,0.4,22.5,8.0,82.0,5,Active,39,8,8,0.0,1
0.486,10.3,1.33,4,2.8,5,0,7.0,1069,1.0,5,5e21cff49baeef65,0.556,4,1069,0.0,18.0,17.0,114.5,3,Active,7,17,35,0.0,1
1.0,36.6,0.67,3,0.0,5,0,32.0,1824,1.0,5,af4e54f746b6cfbf,1.0,5,1824,0.2,9.3,5.0,98.7,4,Active,32,5,5,0.0,1
0.75,36.1,1.0,3,3.5,5,0,6.0,980,0.75,5,2fa5eaaa6547bf25,0.75,5,980,0.4,0.0,3.0,118.9,3,Active,6,3,4,0.0,1
0.375,14.8,7.0,5,0.0,5,0,18.0,822,0.375,2,b5629243dc74449f,0.375,1,923,0.3,8.0,3.0,114.2,3,Active,18,3,8,0.0,1
0.308,7.1,0.18,1,9.6,4,1,5.0,1005,0.308,2,9859c33467459893,0.3,1,1005,0.2,0.0,4.0,109.3,4,Active,5,4,13,0.0,1
0.5,10.6,1.0,3,13.9,4,0,12.0,1053,0.5,3,04b09317c1ecd201,0.5,3,1115,0.4,5.0,2.0,136.1,2,Active,12,2,4,0.0,1
0.818,19.7,0.83,3,1.2,5,0,14.0,1234,0.5,3,297daeb563fffe0d,0.875,5,1234,0.4,44.0,8.0,120.9,3,Active,14,8,11,0.071,2
0.441,9.9,1.12,4,3.0,5,0,8.0,1062,0.5,3,7f9f7945e9e40e6d,0.375,1,1105,0.1,-16.0,15.0,150.4,1,Active,8,15,34,0.0,1
0.348,31.7,0.15,1,12.6,4,1,20.0,1123,0.348,2,2119f0a84ebe6fd2,0.5,3,1123,0.2,23.3,16.0,91.1,5,Active,20,16,46,0.0,1
0.25,21.7,0.25,1,5.2,5,1,51.0,1226,0.25,1,d43b8e6c4a0c8795,0.667,5,1470,0.3,-3.5,5.0,100.2,4,Active,51,5,20,0.0,1
0.533,22.0,0.25,1,6.6,5,1,10.0,1188,0.0,1,e239558523c7b17e,0.556,4,1188,0.2,52.0,8.0,121.3,3,Active,10,8,15,0.1,2
0.5,59.2,1.29,4,165.0,3,0,19.0,1847,0.333,2,6715f0dabe42c4ba,1.0,5,1847,0.1,54.0,6.0,126.8,3,Active,19,6,16,0.158,3
0.462,58.5,0.08,1,14.3,4,1,120.0,1389,0.462,3,6f3371589df25f54,0.571,4,1755,0.3,8.0,6.0,74.9,5,Active,120,6,13,0.0,1
0.44,7.2,0.3,2,5.3,5,1,10.0,1079,0.273,1,82e7b1611bb67919,0.442,2,1141,0.2,15.5,40.0,140.5,2,Active,10,40,91,0.0,1
0.625,23.2,1.67,4,3.3,5,0,40.0,1481,0.625,5,5d18e36e31963bbc,1.0,5,1481,0.4,8.7,5.0,96.2,4,Active,40,5,8,0.0,1
1.0,22.2,2.0,4,0.0,5,0,44.0,1392,1.0,5,6efae538ea180de2,1.0,5,1395,0.2,10.5,3.0,83.4,5,Active,44,3,3,0.0,1
0.778,62.7,0.29,2,1.7,5,1,30.0,895,0.778,5,d40629fe9090e420,0.667,5,1064,0.2,10.2,7.0,109.7,4,Active,30,7,9,0.0,1
0.5,4.0,0.14,1,5.1,5,1,6.0,920,0.5,3,4260eb39ed156724,0.429,2,920,0.2,0.0,4.0,129.6,2,Active,6,4,8,0.0,1
1.0,19.4,2.0,4,0.0,5,0,36.0,1088,1.0,5,84a4eafeba60fd84,1.0,5,1246,0.4,9.5,3.0,84.4,5,Active,36,3,3,0.0,1
0.417,29.3,0.33,2,95.1,4,1,6.0,953,0.417,3,9b599f73235ec3df,0.417,2,953,0.0,0.0,5.0,128.7,2,Active,6,5,12,0.0,1
0.5,5.2,0.43,2,42.6,4,1,5.0,923,0.5,3,31617912c51b04f4,0.667,5,923,0.4,0.0,5.0,133.1,2,Active,5,5,10,0.2,3
0.5,77.4,0.71,3,6.1,5,0,31.0,1222,0.5,3,447c91c649913555,0.75,5,1404,0.4,-24.4,6.0,257.4,1,Active,31,6,12,0.0,1
0.48,5.3,1.08,4,8.2,4,0,5.0,975,0.48,3,5678c57caa99824b,0.412,2,975,0.2,0.0,12.0,111.4,4,Active,5,12,25,0.0,1
0.25,24.1,3.0,5,0.0,5,0,9.0,1429,0.25,1,bd96b32eacbe1241,0.25,1,1429,0.0,47.0,1.0,138.1,2,Active,9,1,4,0.0,1
1.0,31.3,1.0,3,0.0,5,0,11.0,947,1.0,5,d4ba204286f8f018,1.0,5,964,0.5,7.0,2.0,117.4,3,Active,11,2,2,0.0,1
0.853,23.1,1.27,4,0.9,5,0,12.0,1736,1.0,5,7af7b1ec68e59bbd,0.818,5,1736,0.0,0.0,29.0,202.0,1,Active,12,29,34,0.0,1
1.0,7.5,1.0,3,0.0,5,0,9.0,788,1.0,5,c9bc2394b6fdca63,1.0,5,900,0.3,-8.7,1.0,132.2,2,Active,9,1,1,0.0,1
1.0,47.3,1.0,3,0.0,5,0,6.0,1797,1.0,5,9df498ba7a6f58d7,1.0,5,1797,0.3,0.0,2.0,131.7,2,Active,6,2,2,0.0,1
0.444,20.2,2.0,4,4755.2,1,0,42.0,1403,0.444,3,062acfbc044ee1cf,0.4,1,1431,0.1,15.1,3.0,98.3,4,Active,42,3,9,0.0,1
0.8,114.6,0.67,3,0.0,5,0,234.0,1321,0.8,5,ed8fd662bb70a639,1.0,5,1871,0.4,-1.2,4.0,112.1,4,Active,234,4,5,0.0,1
0.182,27.9,0.1,1,0.0,5,1,18.0,1145,1.0,5,28986220c29d8e73,0.0,1,1145,0.1,30.7,2.0,112.1,4,Active,18,2,11,0.0,1
0.667,29.4,0.5,2,8.9,4,0,22.0,1067,0.667,5,1b2e0c6d89135bb1,1.0,5,1093,0.1,-1.4,2.0,103.5,4,Active,22,2,3,0.0,1
0.536,5.0,0.56,2,3.8,5,0,6.0,1183,0.536,4,ffc2617b4e222a70,0.571,4,1183,0.3,0.0,15.0,128.8,2,Active,6,15,28,0.0,1
1.0,6.0,1.0,3,0.0,5,0,7.0,921,1.0,5,7c44d19f689e0561,1.0,5,921,0.4,31.0,1.0,126.1,3,Active,7,1,1,0.0,1
0.48,2.9,0.47,2,1.3,5,1,7.0,1018,0.125,1,605793a969226aad,0.409,2,1102,0.4,0.0,12.0,160.3,1,Active,7,12,25,0.143,3
0.651,20.7,2.58,5,26.3,4,0,51.0,1173,1.0,5,704e84a3ecdb13b2,0.583,4,1173,0.0,2.9,28.0,72.0,5,Active,51,28,43,0.039,2
1.0,16.9,1.0,3,0.0,5,0,7.0,910,1.0,5,ff5c69bd4675d3e9,1.0,5,911,0.0,0.0,1.0,127.7,2,Active,7,1,2,0.0,1
0.632,87.3,0.46,2,5.4,5,1,140.0,1822,0.632,5,6e6de4370caa59d7,0.636,4,2336,0.2,-2.7,8.0,151.3,1,Active,140,8,19,0.0,1
1.0,29.2,1.0,3,0.0,5,0,37.0,1309,1.0,5,8877b94310621036,1.0,5,1309,0.4,14.2,1.0,89.0,5,Active,37,1,1,0.0,1
0.182,33.2,4.5,5,8.0,4,0,7.0,917,0.182,1,89f6012b7d32d946,0.182,1,973,0.4,0.0,2.0,125.6,3,Active,7,2,11,0.0,1
0.25,19.9,1.4,4,15.2,4,0,23.0,1150,0.25,1,e5985831ef22765c,0.25,1,1150,0.1,10.5,3.0,92.4,5,Active,23,3,12,0.0,1
0.625,20.4,0.6,2,7.6,5,0,22.0,1459,0.625,5,4f5aef31841fd501,0.571,4,1519,0.4,18.4,5.0,100.3,4,Active,22,5,8,0.0,1
0.667,6.2,2.0,4,7.7,5,0,9.0,755,0.667,5,8ab7e0a17bd68dbc,0.625,4,928,0.4,-64.5,6.0,144.3,1,Active,9,6,9,0.111,2
1.0,38.1,1.0,3,0.0,5,0,22.0,1353,1.0,5,030b1fca65375cd0,1.0,5,1448,0.4,2.5,1.0,105.5,4,Active,22,1,1,0.0,1
0.125,78.1,1.67,4,2.4,5,0,15.0,1224,0.125,1,be39116447e41c91,0.333,1,1224,0.3,25.7,1.0,133.3,2,Active,15,1,8,0.0,1
0.4,5.2,0.25,1,2.7,5,1,5.0,932,0.4,3,007122cf9606cbe9,0.4,1,932,0.4,0.0,2.0,124.2,3,Active,5,2,5,0.0,1
1.0,18.4,0.33,2,0.0,5,1,51.0,1573,1.0,5,cc78f5bf4de5b589,1.0,5,1573,0.2,22.5,4.0,87.2,5,Active,51,4,4,0.0,1
0.5,14.7,1.0,3,1.8,5,0,9.0,938,0.5,3,fe17d951bc8c1a41,0.5,3,976,0.3,-6.3,1.0,136.9,2,Active,9,1,2,0.0,1
0.429,16.0,0.24,1,0.4,5,1,9.0,1255,1.0,5,c409d9f18ce5a468,0.308,1,1255,0.2,35.0,9.0,126.1,3,Active,9,9,21,0.0,1
1.0,35.0,0.33,2,0.0,5,1,91.0,1412,1.0,5,9a5c48233b0de39d,1.0,5,1576,0.4,-0.7,4.0,66.7,5,Active,91,4,4,0.0,1
0.091,39.7,0.22,1,304.5,3,1,47.0,1651,0.091,1,210a2f2224c79d72,0.091,1,1707,0.0,8.3,1.0,91.5,5,Active,47,1,11,0.0,1
0.585,6.5,0.89,3,2.7,5,0,14.0,1002,1.0,5,85520cd3981109e7,0.485,3,1002,0.0,17.8,23.0,120.2,3,Active,14,23,53,0.214,3
0.5,27.2,3.0,5,0.0,5,0,20.0,1664,0.5,3,02c48cf35b45f23a,1.0,5,1664,0.4,71.3,2.0,110.9,4,Active,20,2,4,0.0,1
1.0,15.3,0.33,2,0.0,5,1,12.0,737,1.0,5,06fc35482c9ce5f4,1.0,5,803,0.4,-14.0,4.0,124.3,3,Active,12,4,4,0.0,1
0.5,47.4,1.0,3,0.6,5,0,57.0,1808,0.5,3,d70a8285ad2ead56,0.5,3,1818,0.2,19.4,1.0,94.2,5,Active,57,1,2,0.0,1
0.5,8.2,0.43,2,4.0,5,1,7.0,1033,1.0,5,73fa77a357c75284,0.333,1,1033,0.1,0.0,10.0,141.0,2,Active,7,10,20,0.0,1
0.4,9.8,0.25,1,0.0,5,1,10.0,1015,0.4,3,90c1376e6e095f7f,0.4,1,1099,0.4,29.0,2.0,133.7,2,Active,10,2,5,0.0,1
0.778,8.4,1.25,4,1.0,5,0,10.0,1264,0.5,3,9cc8ac9ccbd3accf,0.889,5,1287,0.1,41.0,14.0,124.6,3,Active,10,14,18,0.0,1
0.667,49.7,2.0,4,0.0,5,0,111.0,1200,0.667,5,9cd8a4150e3d846f,1.0,5,1433,0.5,5.1,2.0,75.9,5,Active,111,2,3,0.0,1
0.182,46.0,0.22,1,266.5,3,1,7.0,715,0.182,1,30912a4329d5ee7e,0.182,1,838,0.4,-59.0,2.0,143.0,2,Active,7,2,11,0.143,3
0.875,40.7,0.14,1,1.8,5,1,79.0,1693,0.875,5,97e5466f7193a768,1.0,5,1713,0.3,8.0,7.0,70.1,5,Active,79,7,8,0.0,1
1.0,21.5,1.33,4,0.0,5,0,35.0,1476,1.0,5,f843b61329766112,1.0,5,1476,0.2,40.8,7.0,94.5,5,Active,35,7,7,0.0,1
1.0,7.3,2.0,4,0.0,5,0,14.0,627,1.0,5,b667f0dceba75316,1.0,5,787,0.1,-18.0,2.0,125.1,3,Active,14,2,3,0.0,1
0.333,16.2,2.0,4,0.0,5,0,12.0,848,0.333,2,fe2af8859ec32428,0.333,1,1007,0.4,-32.0,1.0,130.5,2,Active,12,1,3,0.0,1
0.5,11.8,0.2,1,5.4,5,1,17.0,1298,0.5,3,ef3c8f9b6f10579a,1.0,5,1298,0.3,57.6,3.0,136.3,2,Active,17,3,6,0.0,1
0.6,21.4,4.0,5,3.5,5,0,29.0,1668,0.6,4,fc5e254114d2cd9c,0.5,3,1687,0.2,9.8,6.0,90.2,5,Active,29,6,10,0.0,1
0.545,26.1,1.69,4,40.7,4,0,25.0,1590,0.368,2,84f85c8977f0efb0,0.774,5,1726,0.0,26.9,65.0,140.8,2,Active,25,65,121,0.2,3
1.0,41.4,1.5,4,0.0,5,0,7.0,1460,1.0,5,d5826036dc34771d,1.0,5,1460,0.0,0.0,5.0,124.1,3,Active,7,5,5,0.0,1
0.8,14.8,4.0,5,0.0,5,0,18.0,819,0.8,5,2d8179f8fc97d3b0,0.8,5,1019,0.4,-16.3,4.0,125.4,3,Active,18,4,5,0.0,1
0.5,3.2,0.43,2,388.1,3,1,7.0,1035,0.5,3,c91bce2a78ba84d5,0.412,2,1082,0.2,0.0,10.0,150.8,1,Active,7,10,20,0.143,3
0.667,25.0,2.0,4,42.6,4,0,6.0,1043,0.667,5,528a83c1905344ae,0.5,3,1043,0.0,0.0,4.0,119.7,3,Active,6,4,6,0.0,1
1.0,15.6,0.5,2,0.0,5,0,5.0,1735,1.0,5,e75d0649abbc3548,1.0,5,1735,0.2,105.0,3.0,276.3,1,Active,5,3,3,0.0,1
1.0,5.3,1.0,3,0.0,5,0,8.0,850,1.0,5,0a104c2bd623bc7b,1.0,5,900,0.5,0.0,1.0,126.8,3,Active,8,1,1,0.0,1
0.556,6.8,0.8,3,915.7,2,0,17.0,968,0.556,4,d92baaf4862ec37c,0.429,2,1101,0.2,25.0,5.0,125.3,3,Active,17,5,9,0.059,2
0.8,51.2,9.0,5,0.4,5,0,153.0,1712,1.0,5,98d17c5a09eedc36,0.8,5,2243,0.2,-2.5,8.0,83.4,5,Active,153,8,10,0.0,1
0.619,33.4,0.35,2,5.6,5,1,110.0,1784,0.6,4,797ed0a3fd3dcac3,0.591,4,1803,0.1,22.0,25.0,70.9,5,Active,110,25,42,0.0,1
0.654,21.2,1.17,4,13.0,4,0,39.0,1180,0.5,3,78b443b2870052ae,0.6,4,1335,0.0,-6.5,16.0,86.1,5,Active,39,16,26,0.026,2
0.408,9.9,0.73,3,25.6,4,0,14.0,1356,0.4,3,b63bce1677d5f42e,0.444,2,1406,0.0,40.2,30.0,147.2,1,Active,14,30,76,0.0,1
0.667,14.5,3.0,5,1.5,5,0,26.0,1200,0.667,5,121fe1011969c30f,0.714,5,1309,0.3,-0.1,8.0,91.1,5,Active,26,8,12,0.0,1
0.022,18.3,0.55,2,24.8,4,0,13.0,1118,0.0,1,51d2f31924af841d,0.034,1,1118,0.5,56.0,1.0,138.3,2,Active,13,1,45,0.0,1
0.222,36.1,0.29,2,57.2,4,1,24.0,1035,0.5,3,6074d3ba44546556,0.5,3,1124,0.1,1.3,2.0,95.1,5,Active,24,2,9,0.0,1
0.625,17.1,3.0,5,411.5,3,0,20.0,1346,0.625,5,a4e8e8a6c8a62f46,1.0,5,1346,0.1,41.1,10.0,115.3,3,Active,20,10,16,0.0,1
0.947,7.9,0.58,2,0.6,5,0,13.0,984,1.0,5,64bc1de72fc64b57,1.0,5,1029,0.0,47.0,18.0,121.5,3,Active,13,18,19,0.0,1
0.8,32.3,0.43,2,0.0,5,1,17.0,1177,1.0,5,eee4b2f44631c54c,0.667,5,1206,0.2,50.2,8.0,113.7,3,Active,17,8,10,0.0,1
0.571,5.0,0.17,1,12.9,4,1,19.0,1021,0.571,4,e8749ff856fa4afd,0.5,3,1115,0.2,-2.4,4.0,123.2,3,Active,19,4,7,0.0,1
0.529,7.2,0.62,2,16.8,4,0,5.0,928,0.529,4,a1043761a684dfe6,0.611,4,928,0.1,0.0,18.0,115.7,3,Active,5,18,34,0.0,1
0.421,30.1,2.45,5,111.7,3,0,29.0,1053,0.5,3,daeef9fd11eda3c5,0.526,3,1150,0.0,12.9,16.0,101.2,4,Active,29,16,38,0.034,2
0.5,4.5,0.5,2,10.6,4,0,17.0,1098,0.5,3,5b25f3261be121b8,0.5,3,1268,0.4,-26.0,3.0,137.0,2,Active,17,3,6,0.0,1
0.429,85.3,0.4,2,391.6,3,1,43.0,1518,0.429,3,83c3ad95b10ca150,0.556,4,1633,0.0,10.8,6.0,227.3,1,Active,43,6,14,0.0,1
0.386,6.4,0.1,1,87.8,4,1,17.0,741,0.386,2,280a0c58123f3267,0.429,2,1031,0.0,-27.0,22.0,126.1,3,Active,17,22,57,0.176,3
0.333,57.9,0.5,2,4.8,5,0,98.0,1195,0.333,2,0d1b3b118e8be009,0.333,1,1327,0.3,0.5,1.0,76.0,5,Active,98,1,3,0.0,1
0.875,11.0,1.67,4,0.0,5,0,12.0,664,0.875,5,7f04894a3c9f9658,1.0,5,880,0.1,-11.0,7.0,130.1,2,Active,12,7,8,0.167,3
0.457,9.0,1.12,4,300.3,3,0,17.0,895,0.6,4,9b8f8cdfc6be2128,0.439,2,1008,0.0,-1.6,32.0,115.9,3,Active,17,32,70,0.118,2
0.368,51.9,0.12,1,18.0,4,1,10.0,1195,0.368,2,ed256455ec2e3c5d,0.368,1,1195,0.1,33.5,6.0,145.6,1,Active,10,6,19,0.0,1
0.375,17.6,3.0,5,25.9,4,0,5.0,815,0.375,2,f208ba2932d65715,0.333,1,815,0.1,0.0,3.0,121.3,3,Active,5,3,8,0.0,1
0.591,34.0,1.0,3,59.3,4,0,12.0,788,0.591,4,15684bbe56cbff85,0.714,5,890,0.0,-14.8,13.0,129.8,2,Active,12,13,22,0.0,1
0.273,40.6,6.33,5,282.0,3,0,28.0,1185,0.273,1,e06da8a68520e35f,0.364,1,1373,0.4,-1.6,5.0,111.6,4,Active,28,5,22,0.107,2
1.0,11.9,1.0,3,0.0,5,0,9.0,789,1.0,5,99753e1795db2f1b,1.0,5,1000,0.5,-58.0,2.0,141.6,2,Active,9,2,2,0.111,2
1.0,7.6,1.0,3,0.0,5,0,5.0,1051,1.0,5,8ba728de89ca709b,1.0,5,1051,0.5,0.0,2.0,110.3,4,Active,5,2,2,0.0,1
0.371,84.5,0.52,2,343.7,3,0,31.0,1108,0.667,5,6a037828ae5d24bc,0.4,1,1332,0.1,28.1,13.0,117.2,3,Active,31,13,35,0.0,1
1.0,23.5,1.0,3,0.0,5,0,5.0,942,1.0,5,41900ba9087eeeef,1.0,5,942,0.5,0.0,1.0,110.3,4,Active,5,1,1,0.2,3
1.0,12.8,2.0,4,0.0,5,0,14.0,1023,1.0,5,c8e4d46a4c833868,1.0,5,1157,0.5,-2.2,3.0,128.5,2,Active,14,3,3,0.071,2
0.857,5.7,0.4,2,0.0,5,1,14.0,1015,0.857,5,6ca07de9a8adef4b,1.0,5,1093,0.2,-1.3,6.0,127.3,3,Active,14,6,7,0.0,1
0.571,9.7,1.33,4,5.2,5,0,10.0,923,0.571,4,a44327bc7e341686,0.538,3,939,0.0,12.0,8.0,125.3,3,Active,10,8,14,0.0,1
0.6,18.1,1.5,4,9.7,4,0,17.0,1195,0.6,4,febd6ed165ec3a7f,0.6,4,1258,0.4,-4.8,3.0,121.9,3,Active,17,3,5,0.0,1
0.647,9.0,0.7,3,287.0,3,0,17.0,1071,0.647,5,60a2c834f16be637,0.714,5,1133,0.0,20.4,10.0,120.2,3,Active,17,10,17,0.059,2
0.8,15.8,0.67,3,3.5,5,0,13.0,1323,0.8,5,7647d9924c1ac834,0.8,5,1323,0.4,23.8,4.0,133.3,2,Active,13,4,5,0.0,1
0.444,8.6,0.8,3,3.2,5,0,11.0,822,0.444,3,5ac90cfe7ad5c8ca,0.444,2,955,0.1,-15.3,4.0,144.0,1,Active,11,4,9,0.0,1
0.607,26.9,0.75,3,8.6,4,0,7.0,1098,0.429,3,fc773cab4648977a,0.667,5,1126,0.1,0.0,16.0,155.8,1,Active,7,16,28,0.0,1
0.833,19.3,5.0,5,0.7,5,0,34.0,1682,0.833,5,f19e4a644b90d42b,1.0,5,1746,0.2,8.7,5.0,100.9,4,Active,34,5,6,0.0,1
0.684,18.5,1.38,4,1453.2,2,0,22.0,1039,0.684,5,2d7f9bb7a9af7025,0.667,5,1104,0.0,3.3,13.0,121.4,3,Active,22,13,19,0.0,1
1.0,9.8,1.0,3,0.0,5,0,21.0,933,1.0,5,e75b48b54fcd1384,1.0,5,970,0.4,-8.8,2.0,105.0,4,Active,21,2,2,0.0,1
0.643,23.2,0.56,2,137.9,3,0,13.0,1049,0.5,3,c5409418cf9c519e,1.0,5,1067,0.2,23.2,9.0,119.4,3,Active,13,9,14,0.0,1
0.5,20.4,1.0,3,26.7,4,0,22.0,1060,0.5,3,7416dd539a8c0828,0.5,3,1116,0.5,26.6,1.0,96.5,4,Active,22,1,2,0.0,1
